,m_reaction,m_gene,m_subsystem,m_metabolites,u_pdb,i_entry_name,ssb_best_file
877,LMNe,TM_0024,Laminarine Metabolism,"['h2o_e', 'lmn2_e', 'lmn30_e']",3AZZ,,Q9WXX9.pdb
880,LMNe,TM_0024,Laminarine Metabolism,"['h2o_e', 'lmn2_e', 'lmn30_e']",3AZX,,Q9WXX9.pdb
883,LMNe,TM_0024,Laminarine Metabolism,"['h2o_e', 'lmn2_e', 'lmn30_e']",3AZY,,Q9WXX9.pdb
886,LMNe,TM_0024,Laminarine Metabolism,"['h2o_e', 'lmn2_e', 'lmn30_e']",1GUI,,Q9WXX9.pdb
889,LMNe,TM_0024,Laminarine Metabolism,"['h2o_e', 'lmn2_e', 'lmn30_e']",3B00,,Q9WXX9.pdb
892,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1Q7Q,,Q9WXX9.pdb
893,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1Q85,,Q9WXX9.pdb
895,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1Q7Z,,Q9WXX9.pdb
896,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",3BOL,,Q9WXX9.pdb
898,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1Q8J,,Q9WXX9.pdb
900,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",3BOF,,Q9WXX9.pdb
901,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1Q7M,,Q9WXX9.pdb
903,METS,TM_0268,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1Q8A,,Q9WXX9.pdb
904,METS,TM_0269,Methionine Metabolism,"['met_L_c', 'h_c', 'hcys_L_c', 'thf_c', '5mthf_c']",1J6R,,1j6r.pdb
905,NAti,TM_1088,Transport,"['na1_e', 'na1_c']",3L4B,,Q9WXX9.pdb
909,NAti,TM_1089,Transport,"['na1_e', 'na1_c']",,Q9X0H4.pdb,Q9X0H4.pdb
910,PGK,TM_0689,Glycolysis/Gluconeogenesis,"['3pg_c', '13dpg_c', 'adp_c', 'atp_c']",1B9B,,Q9WXX9.pdb
912,PGK,TM_0689,Glycolysis/Gluconeogenesis,"['3pg_c', '13dpg_c', 'adp_c', 'atp_c']",1VPE,,Q9WXX9.pdb
913,PULLe,TM_1845,Starch Metabolism,"['h2o_e', 'pullulan1200_e', 'malttr_e']",2J71,,Q9WXX9.pdb
914,PULLe,TM_1845,Starch Metabolism,"['h2o_e', 'pullulan1200_e', 'malttr_e']",2J73,,Q9WXX9.pdb
915,PULLe,TM_1845,Starch Metabolism,"['h2o_e', 'pullulan1200_e', 'malttr_e']",2J72,,Q9WXX9.pdb
916,TPI,TM_0689,Glycolysis/Gluconeogenesis,"['dhap_c', 'g3p_c']",1B9B,,Q9WXX9.pdb
918,TPI,TM_0689,Glycolysis/Gluconeogenesis,"['dhap_c', 'g3p_c']",1VPE,,Q9WXX9.pdb
919,ZNabc,TM_0125,Transport,"['atp_c', 'zn2_e', 'h2o_c', 'zn2_c', 'h_c', 'adp_c', 'pi_c']",,Q9WXX9.pdb,Q9WXX9.pdb
920,ZNabc,TM_0123,Transport,"['atp_c', 'zn2_e', 'h2o_c', 'zn2_c', 'h_c', 'adp_c', 'pi_c']",,Q9WXX7.pdb,Q9WXX7.pdb
921,ZNabc,TM_0124,Transport,"['atp_c', 'zn2_e', 'h2o_c', 'zn2_c', 'h_c', 'adp_c', 'pi_c']",,Q9WXX8.pdb,Q9WXX8.pdb
922,ACOATAi,TM_0802,Fatty Acid Synthesis,"['ACP_c', 'acACP_c', 'accoa_c', 'coa_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
923,C100SN,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'actACP_c', 'h2o_c', 'nadph_c', 'h_c', 'co2_c', 'dcaACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
924,C100SN,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'actACP_c', 'h2o_c', 'nadph_c', 'h_c', 'co2_c', 'dcaACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
925,C100SN,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'actACP_c', 'h2o_c', 'nadph_c', 'h_c', 'co2_c', 'dcaACP_c']",3BO9,,3bo9.pdb
929,C100SN,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'actACP_c', 'h2o_c', 'nadph_c', 'h_c', 'co2_c', 'dcaACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
930,C100SN,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'actACP_c', 'h2o_c', 'nadph_c', 'h_c', 'co2_c', 'dcaACP_c']",1O5I,,1o5i.pdb
932,C100SN,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'actACP_c', 'h2o_c', 'nadph_c', 'h_c', 'co2_c', 'dcaACP_c']",,Q9X248.pdb,Q9X248.pdb
933,FASC120ACP,TM_0802,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'malACP_c', 'h_c', 'ddcaACP_c', 'dcaACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
934,FASC120ACP,TM_0798,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'malACP_c', 'h_c', 'ddcaACP_c', 'dcaACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
935,FASC120ACP,TM_0800,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'malACP_c', 'h_c', 'ddcaACP_c', 'dcaACP_c']",3BO9,,3bo9.pdb
939,FASC120ACP,TM_0801,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'malACP_c', 'h_c', 'ddcaACP_c', 'dcaACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
940,FASC120ACP,TM_1169,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'malACP_c', 'h_c', 'ddcaACP_c', 'dcaACP_c']",1O5I,,1o5i.pdb
942,FASC120ACP,TM_1724,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'malACP_c', 'h_c', 'ddcaACP_c', 'dcaACP_c']",,Q9X248.pdb,Q9X248.pdb
943,FASC140ACP,TM_0802,Fatty Acid Synthesis,"['myrsACP_c', 'malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'ddcaACP_c', 'co2_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
944,FASC140ACP,TM_0798,Fatty Acid Synthesis,"['myrsACP_c', 'malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'ddcaACP_c', 'co2_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
945,FASC140ACP,TM_0800,Fatty Acid Synthesis,"['myrsACP_c', 'malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'ddcaACP_c', 'co2_c']",3BO9,,3bo9.pdb
949,FASC140ACP,TM_0801,Fatty Acid Synthesis,"['myrsACP_c', 'malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'ddcaACP_c', 'co2_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
950,FASC140ACP,TM_1169,Fatty Acid Synthesis,"['myrsACP_c', 'malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'ddcaACP_c', 'co2_c']",1O5I,,1o5i.pdb
952,FASC140ACP,TM_1724,Fatty Acid Synthesis,"['myrsACP_c', 'malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'ddcaACP_c', 'co2_c']",,Q9X248.pdb,Q9X248.pdb
953,FASC141ACP,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'tdeACP_c', 'h_c', 'co2_c', 'ddcaACP_c', 'nadph_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
954,FASC141ACP,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'tdeACP_c', 'h_c', 'co2_c', 'ddcaACP_c', 'nadph_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
955,FASC141ACP,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'tdeACP_c', 'h_c', 'co2_c', 'ddcaACP_c', 'nadph_c']",3BO9,,3bo9.pdb
959,FASC141ACP,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'tdeACP_c', 'h_c', 'co2_c', 'ddcaACP_c', 'nadph_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
960,FASC141ACP,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'tdeACP_c', 'h_c', 'co2_c', 'ddcaACP_c', 'nadph_c']",1O5I,,1o5i.pdb
962,FASC141ACP,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'tdeACP_c', 'h_c', 'co2_c', 'ddcaACP_c', 'nadph_c']",,Q9X248.pdb,Q9X248.pdb
963,FASC160ACP,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadph_c', 'nadp_c', 'palmACP_c', 'myrsACP_c', 'h_c', 'co2_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
964,FASC160ACP,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadph_c', 'nadp_c', 'palmACP_c', 'myrsACP_c', 'h_c', 'co2_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
965,FASC160ACP,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadph_c', 'nadp_c', 'palmACP_c', 'myrsACP_c', 'h_c', 'co2_c']",3BO9,,3bo9.pdb
969,FASC160ACP,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadph_c', 'nadp_c', 'palmACP_c', 'myrsACP_c', 'h_c', 'co2_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
970,FASC160ACP,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadph_c', 'nadp_c', 'palmACP_c', 'myrsACP_c', 'h_c', 'co2_c']",1O5I,,1o5i.pdb
972,FASC160ACP,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadph_c', 'nadp_c', 'palmACP_c', 'myrsACP_c', 'h_c', 'co2_c']",,Q9X248.pdb,Q9X248.pdb
973,FASC161ACP,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'myrsACP_c', 'h_c', 'co2_c', 'hdeACP_c', 'nadph_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
974,FASC161ACP,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'myrsACP_c', 'h_c', 'co2_c', 'hdeACP_c', 'nadph_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
975,FASC161ACP,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'myrsACP_c', 'h_c', 'co2_c', 'hdeACP_c', 'nadph_c']",3BO9,,3bo9.pdb
979,FASC161ACP,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'myrsACP_c', 'h_c', 'co2_c', 'hdeACP_c', 'nadph_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
980,FASC161ACP,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'myrsACP_c', 'h_c', 'co2_c', 'hdeACP_c', 'nadph_c']",1O5I,,1o5i.pdb
982,FASC161ACP,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'myrsACP_c', 'h_c', 'co2_c', 'hdeACP_c', 'nadph_c']",,Q9X248.pdb,Q9X248.pdb
983,FASC180ACP,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadp_c', 'ocdcaACP_c', 'palmACP_c', 'nadph_c', 'h_c', 'co2_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
984,FASC180ACP,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadp_c', 'ocdcaACP_c', 'palmACP_c', 'nadph_c', 'h_c', 'co2_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
985,FASC180ACP,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadp_c', 'ocdcaACP_c', 'palmACP_c', 'nadph_c', 'h_c', 'co2_c']",3BO9,,3bo9.pdb
989,FASC180ACP,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadp_c', 'ocdcaACP_c', 'palmACP_c', 'nadph_c', 'h_c', 'co2_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
990,FASC180ACP,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadp_c', 'ocdcaACP_c', 'palmACP_c', 'nadph_c', 'h_c', 'co2_c']",1O5I,,1o5i.pdb
992,FASC180ACP,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'h2o_c', 'ACP_c', 'nadp_c', 'ocdcaACP_c', 'palmACP_c', 'nadph_c', 'h_c', 'co2_c']",,Q9X248.pdb,Q9X248.pdb
993,FASC181ACP,TM_0802,Fatty Acid Synthesis,"['co2_c', 'palmACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'malACP_c', 'octeACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
994,FASC181ACP,TM_0798,Fatty Acid Synthesis,"['co2_c', 'palmACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'malACP_c', 'octeACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
995,FASC181ACP,TM_0800,Fatty Acid Synthesis,"['co2_c', 'palmACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'malACP_c', 'octeACP_c']",3BO9,,3bo9.pdb
999,FASC181ACP,TM_0801,Fatty Acid Synthesis,"['co2_c', 'palmACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'malACP_c', 'octeACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1000,FASC181ACP,TM_1169,Fatty Acid Synthesis,"['co2_c', 'palmACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'malACP_c', 'octeACP_c']",1O5I,,1o5i.pdb
1002,FASC181ACP,TM_1724,Fatty Acid Synthesis,"['co2_c', 'palmACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'malACP_c', 'octeACP_c']",,Q9X248.pdb,Q9X248.pdb
1003,FASC182ACP,TM_0802,Fatty Acid Synthesis,"['h2o_c', 'palmACP_c', 'co2_c', 'h_c', 'ACP_c', 'malACP_c', 'ocdcyaACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1004,FASC182ACP,TM_0798,Fatty Acid Synthesis,"['h2o_c', 'palmACP_c', 'co2_c', 'h_c', 'ACP_c', 'malACP_c', 'ocdcyaACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1005,FASC182ACP,TM_0800,Fatty Acid Synthesis,"['h2o_c', 'palmACP_c', 'co2_c', 'h_c', 'ACP_c', 'malACP_c', 'ocdcyaACP_c']",3BO9,,3bo9.pdb
1009,FASC182ACP,TM_0801,Fatty Acid Synthesis,"['h2o_c', 'palmACP_c', 'co2_c', 'h_c', 'ACP_c', 'malACP_c', 'ocdcyaACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1010,FASC182ACP,TM_1169,Fatty Acid Synthesis,"['h2o_c', 'palmACP_c', 'co2_c', 'h_c', 'ACP_c', 'malACP_c', 'ocdcyaACP_c']",1O5I,,1o5i.pdb
1012,FASC182ACP,TM_1724,Fatty Acid Synthesis,"['h2o_c', 'palmACP_c', 'co2_c', 'h_c', 'ACP_c', 'malACP_c', 'ocdcyaACP_c']",,Q9X248.pdb,Q9X248.pdb
1013,FASC200ACP,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'arachACP_c', 'h_c', 'co2_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1014,FASC200ACP,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'arachACP_c', 'h_c', 'co2_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1015,FASC200ACP,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'arachACP_c', 'h_c', 'co2_c']",3BO9,,3bo9.pdb
1019,FASC200ACP,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'arachACP_c', 'h_c', 'co2_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1020,FASC200ACP,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'arachACP_c', 'h_c', 'co2_c']",1O5I,,1o5i.pdb
1022,FASC200ACP,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'arachACP_c', 'h_c', 'co2_c']",,Q9X248.pdb,Q9X248.pdb
1023,FASC201ACP,TM_0802,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'aracheACP_c', 'malACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1024,FASC201ACP,TM_0798,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'aracheACP_c', 'malACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1025,FASC201ACP,TM_0800,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'aracheACP_c', 'malACP_c']",3BO9,,3bo9.pdb
1029,FASC201ACP,TM_0801,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'aracheACP_c', 'malACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1030,FASC201ACP,TM_1169,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'aracheACP_c', 'malACP_c']",1O5I,,1o5i.pdb
1032,FASC201ACP,TM_1724,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'ocdcaACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'h_c', 'aracheACP_c', 'malACP_c']",,Q9X248.pdb,Q9X248.pdb
1033,FASC220ACP,TM_0802,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadph_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'behenACP_c', 'h_c', 'malACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1034,FASC220ACP,TM_0798,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadph_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'behenACP_c', 'h_c', 'malACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1035,FASC220ACP,TM_0800,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadph_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'behenACP_c', 'h_c', 'malACP_c']",3BO9,,3bo9.pdb
1039,FASC220ACP,TM_0801,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadph_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'behenACP_c', 'h_c', 'malACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1040,FASC220ACP,TM_1169,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadph_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'behenACP_c', 'h_c', 'malACP_c']",1O5I,,1o5i.pdb
1042,FASC220ACP,TM_1724,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadph_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'behenACP_c', 'h_c', 'malACP_c']",,Q9X248.pdb,Q9X248.pdb
1043,FASC221ACP,TM_0802,Fatty Acid Synthesis,"['co2_c', 'beheneACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'h_c', 'malACP_c', 'nadph_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1044,FASC221ACP,TM_0798,Fatty Acid Synthesis,"['co2_c', 'beheneACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'h_c', 'malACP_c', 'nadph_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1045,FASC221ACP,TM_0800,Fatty Acid Synthesis,"['co2_c', 'beheneACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'h_c', 'malACP_c', 'nadph_c']",3BO9,,3bo9.pdb
1049,FASC221ACP,TM_0801,Fatty Acid Synthesis,"['co2_c', 'beheneACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'h_c', 'malACP_c', 'nadph_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1050,FASC221ACP,TM_1169,Fatty Acid Synthesis,"['co2_c', 'beheneACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'h_c', 'malACP_c', 'nadph_c']",1O5I,,1o5i.pdb
1052,FASC221ACP,TM_1724,Fatty Acid Synthesis,"['co2_c', 'beheneACP_c', 'ACP_c', 'nadp_c', 'h2o_c', 'arachACP_c', 'h_c', 'malACP_c', 'nadph_c']",,Q9X248.pdb,Q9X248.pdb
1053,FASC240ACP,TM_0802,Fatty Acid Synthesis,"['co2_c', 'behenACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'ACP_c', 'h_c', 'malACP_c', 'lgnACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1054,FASC240ACP,TM_0798,Fatty Acid Synthesis,"['co2_c', 'behenACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'ACP_c', 'h_c', 'malACP_c', 'lgnACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1055,FASC240ACP,TM_0800,Fatty Acid Synthesis,"['co2_c', 'behenACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'ACP_c', 'h_c', 'malACP_c', 'lgnACP_c']",3BO9,,3bo9.pdb
1059,FASC240ACP,TM_0801,Fatty Acid Synthesis,"['co2_c', 'behenACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'ACP_c', 'h_c', 'malACP_c', 'lgnACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1060,FASC240ACP,TM_1169,Fatty Acid Synthesis,"['co2_c', 'behenACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'ACP_c', 'h_c', 'malACP_c', 'lgnACP_c']",1O5I,,1o5i.pdb
1062,FASC240ACP,TM_1724,Fatty Acid Synthesis,"['co2_c', 'behenACP_c', 'nadp_c', 'h2o_c', 'nadph_c', 'ACP_c', 'h_c', 'malACP_c', 'lgnACP_c']",,Q9X248.pdb,Q9X248.pdb
1063,KAS14,TM_0802,Fatty Acid Synthesis,"['co2_c', 'malACP_c', 'h_c', 'ACP_c', 'actACP_c', 'acACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1064,KAS_HP,TM_0802,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', '3hpalmACP_c', 'nadp_c', 'myrsACP_c', 'h_c', 'co2_c', 'nadph_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1065,KAS_HP,TM_0798,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', '3hpalmACP_c', 'nadp_c', 'myrsACP_c', 'h_c', 'co2_c', 'nadph_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1066,KAS_HP,TM_0800,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', '3hpalmACP_c', 'nadp_c', 'myrsACP_c', 'h_c', 'co2_c', 'nadph_c']",3BO9,,3bo9.pdb
1070,KAS_HP,TM_0801,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', '3hpalmACP_c', 'nadp_c', 'myrsACP_c', 'h_c', 'co2_c', 'nadph_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1071,KAS_HP,TM_1169,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', '3hpalmACP_c', 'nadp_c', 'myrsACP_c', 'h_c', 'co2_c', 'nadph_c']",1O5I,,1o5i.pdb
1073,KAS_HP,TM_1724,Fatty Acid Synthesis,"['malACP_c', 'ACP_c', '3hpalmACP_c', 'nadp_c', 'myrsACP_c', 'h_c', 'co2_c', 'nadph_c']",,Q9X248.pdb,Q9X248.pdb
1074,KAS_HP2,TM_0802,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'palmACP_c', 'nadph_c', 'h_c', 'malACP_c', '3hoctaACP_c']",,Q9WZQ9.pdb,Q9WZQ9.pdb
1075,KAS_HP2,TM_0798,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'palmACP_c', 'nadph_c', 'h_c', 'malACP_c', '3hoctaACP_c']",,Q9WZQ5.pdb,Q9WZQ5.pdb
1076,KAS_HP2,TM_0800,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'palmACP_c', 'nadph_c', 'h_c', 'malACP_c', '3hoctaACP_c']",3BO9,,3bo9.pdb
1080,KAS_HP2,TM_0801,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'palmACP_c', 'nadph_c', 'h_c', 'malACP_c', '3hoctaACP_c']",,Q9WZQ8.pdb,Q9WZQ8.pdb
1081,KAS_HP2,TM_1169,Fatty Acid Synthesis,"['co2_c', 'ACP_c', 'nadp_c', 'palmACP_c', 'nadph_c', 'h_c', 'malACP_c', '3hoctaACP_c']",1O5I,,1o5i.pdb
